fund,offer,redeem,inv1,inv2
100071.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
100072.OF,"[[[100.0, 500.0, inf], [0.008, 0.005, 1000.0]], [[100.0, 500.0, inf], [0.0008, 0.0005, 1000.0]]]","[[7, 365, 730, inf], [0.015, 0.001, 0.0005, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
100073.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
101007.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
110001.OF,"[[[100.0, 500.0, 1000.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110002.OF,"[[[100.0, 500.0, 1000.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[7, 365, 730, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110003.OF,"[[[100.0, 500.0, 1000.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110005.OF,"[[[100.0, 500.0, 1000.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110006.OF,"[[inf], [0.0]]","[[inf], [0.0]]",['普通投资群体'],['普通投资群体']
110007.OF,"[[inf], [0.0]]","[[6, 29, inf], [0.015, 0.0075, 0.0]]",['普通投资群体'],['普通投资群体']
110008.OF,"[[100.0, 500.0, 1000.0, inf], [0.008, 0.003, 0.0005, 1000.0]]","[[6, 29, inf], [0.015, 0.0075, 0.0]]",['普通投资群体'],['普通投资群体']
110009.OF,"[[[100.0, 500.0, 1000.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110010.OF,"[[[100.0, 500.0, 1000.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[7, 365, 730, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110011.OF,"[[[100.0, 500.0, 1000.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110012.OF,"[[[100.0, 500.0, 1000.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110013.OF,"[[[100.0, 500.0, 1000.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110015.OF,"[[[100.0, 500.0, 1000.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110016.OF,"[[inf], [0.0]]","[[inf], [0.0]]",['普通投资群体'],['普通投资群体']
110017.OF,"[[[100.0, 500.0, 1000.0, inf], [0.008, 0.004, 0.001, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0008, 0.0004, 0.0001, 1000.0]]]","[[6, 29, 364, 729, inf], [0.015, 0.0075, 0.001, 0.0005, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110018.OF,"[[inf], [0.0]]","[[6, 29, inf], [0.015, 0.0075, 0.0]]",['普通投资群体'],['普通投资群体']
110019.OF,"[[[100.0, 500.0, 1000.0, inf], [0.012, 0.005, 0.001, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0012, 0.0005, 0.0001, 1000.0]]]","[[6, 90, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110020.OF,"[[[100.0, 500.0, 1000.0, inf], [0.012, 0.008, 0.002, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0012, 0.0008, 0.0002, 1000.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110021.OF,"[[[100.0, 500.0, 1000.0, inf], [0.012, 0.005, 0.001, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0012, 0.0005, 0.0001, 1000.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110022.OF,"[[[100.0, 500.0, 1000.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110023.OF,"[[[100.0, 500.0, 1000.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110025.OF,"[[[100.0, 500.0, 1000.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110026.OF,"[[[100.0, 500.0, 1000.0, inf], [0.012, 0.005, 0.001, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0012, 0.0005, 0.0001, 1000.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110027.OF,"[[[100.0, 500.0, 1000.0, inf], [0.008, 0.004, 0.001, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0032, 0.0016, 0.0004, 1000.0]]]","[[6, 29, 364, 729, inf], [0.015, 0.0075, 0.001, 0.0005, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110028.OF,"[[inf], [0.0]]","[[6, 29, inf], [0.015, 0.0075, 0.0]]",['普通投资群体'],['普通投资群体']
110029.OF,"[[[100.0, 500.0, 1000.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110030.OF,"[[[100.0, 500.0, 1000.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110031.OF,"[[100.0, 200.0, 500.0, inf], [0.012, 0.008, 0.005, 1000.0]]","[[7, 365, 730, inf], [0.015, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
110032.OF,"[[20.0, 40.0, 100.0, inf], [0.012, 0.008, 0.005, 200.0]]","[[7, 365, 730, inf], [0.015, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
110033.OF,"[[20.0, 40.0, 100.0, inf], [0.012, 0.008, 0.005, 200.0]]","[[7, 365, 730, inf], [0.015, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
110035.OF,"[[[100.0, 500.0, 1000.0, inf], [0.008, 0.004, 0.0002, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0008, 0.0004, 0.0, 1000.0]]]","[[6, 29, 364, 729, inf], [0.015, 0.0075, 0.001, 0.0005, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110036.OF,"[[inf], [0.0]]","[[6, 29, inf], [0.015, 0.0075, 0.0]]",['普通投资群体'],['普通投资群体']
110037.OF,"[[[100.0, 200.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]], [[100.0, 200.0, 500.0, inf], [0.0032, 0.002, 0.0012, 1000.0]]]","[[6, 29, 364, 729, inf], [0.015, 0.0075, 0.001, 0.0005, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
110038.OF,"[[inf], [0.0]]","[[6, 29, inf], [0.015, 0.0075, 0.0]]",['普通投资群体'],['普通投资群体']
110050.OF,"[[inf], [0.0]]","[[inf], [0.0]]",['普通投资群体'],['普通投资群体']
110051.OF,"[[inf], [0.0]]","[[inf], [0.0]]",['普通投资群体'],['普通投资群体']
110052!1.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
110052.OF,"[[inf], [0.0]]","[[6, inf], [0.015, 0.0]]",['普通投资群体'],['普通投资群体']
110053!1.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
110053.OF,"[[[100.0, 500.0, inf], [0.003, 0.002, 100.0]], [[100.0, 500.0, inf], [0.0003, 0.0002, 1000.0]]]","[[6, inf], [0.015, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
112002.OF,"[[[100.0, 500.0, 1000.0, inf], [0.02, 0.016, 0.01, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.002, 0.0016, 0.001, 1000.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
118001.OF,"[[100.0, 500.0, 1000.0, inf], [0.016, 0.012, 0.003, 1000.0]]","[[6, 364, 729, inf], [0.015, 0.005, 0.003, 0.0]]",['普通投资群体'],['普通投资群体']
118002.OF,"[[[100.0, 500.0, 1000.0, inf], [0.012, 0.008, 0.0002, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0012, 0.0008, 0.0, 1000.0]]]","[[7, 365, 730, inf], [0.015, 0.005, 0.003, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
121001.OF,"[[[100.0, 500.0, 1000.0, inf], [0.0065, 0.005, 0.002, 1000.0]], [[100.0, 500.0, 1000.0, inf], [0.0026, 0.0016, 0.0004, 1000.0]]]","[[7, 365, 730, 1095, inf], [0.015, 0.005, 0.004, 0.001, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
121002.OF,"[[100.0, 500.0, 1000.0, inf], [0.015, 0.01, 0.003, 2000.0]]","[[7, 365, 730, 1095, inf], [0.015, 0.005, 0.0035, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
121003.OF,"[[100.0, 500.0, 1000.0, inf], [0.015, 0.01, 0.003, 2000.0]]","[[7, 365, 730, inf], [0.015, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
121005.OF,"[[100.0, 500.0, 1000.0, inf], [0.015, 0.01, 0.003, 2000.0]]","[[7, 365, 730, inf], [0.015, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
121006.OF,"[[100.0, 500.0, 1000.0, inf], [0.015, 0.01, 0.003, 2000.0]]","[[7, 365, 730, inf], [0.015, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
121007!1.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
121007.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
121008.OF,"[[100.0, 500.0, 1000.0, inf], [0.015, 0.01, 0.003, 2000.0]]","[[7, 365, 730, inf], [0.015, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
121009.OF,"[[inf], [0.0]]","[[7, 60, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
121010!1.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
121010.OF,"[[100.0, 500.0, inf], [0.015, 0.01, 1000.0]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
121011.OF,"[[inf], [0.0]]","[[inf], [0.0]]",['普通投资群体'],['普通投资群体']
121012.OF,"[[[50.0, 100.0, 500.0, inf], [0.008, 0.006, 0.004, 1000.0]], [[50.0, 100.0, 500.0, inf], [0.0032, 0.0024, 0.0016, 1000.0]]]","[[7, 60, inf], [0.015, 0.001, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
121013.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
121099!1.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
121099.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
128011.OF,"[[inf], [0.0]]","[[inf], [0.0]]",['普通投资群体'],['普通投资群体']
128013.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
128112.OF,"[[inf], [0.0]]","[[7, inf], [0.015, 0.0]]",['普通投资群体'],['普通投资群体']
150001!1.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150001.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150002.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150003.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150005.OF,"[[inf], [0.0]]","[[inf], [0.0]]",['普通投资群体'],['普通投资群体']
150006.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150007.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150008.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150009.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150010.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150011.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150012.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150013.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150015.OF,"[[inf], [0.0]]","[[inf], [0.0]]",['普通投资群体'],['普通投资群体']
150016.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150017.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150018.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150019.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150020!1.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150020.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150021!1.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150021.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150022.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150023.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150025.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150026.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150027.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150028.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150029.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150030.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150031.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150032.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150033.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150034.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150035.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150036.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150037.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150038.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150039.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150040.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150041.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150042.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150043.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150044.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150045.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150046.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150047.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150048.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150049.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150050.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150051.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150052.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150053.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150054.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150055.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150056.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150057.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150058.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150059.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150060.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150061.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150062.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150063.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150064.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150065.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150066.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150067.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150068.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150069.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150070.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150071.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150072.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150073.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150075.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150076.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150077.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150078.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150079.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150080.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150081.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150082.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150083.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150084.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150085.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150086.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150087.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150088.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150089.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150090.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150091.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150092.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150093.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150094.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150095.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150096.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150097.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150098.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150099.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150100.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150101.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150102.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150103.OF,"[[inf], [0.0]]","[[365, 730, 1095, inf], [0.006, 0.003, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
150104.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150105.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150106.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
150107.SZ,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
